# Disease(MESH)	Gene
D012559	O75056
D012559	Q96B02
D012559	Q15700
D012559	Q8N5P1
D012559	P29972
D012559	Q15814
D012559	P55087
D012559	Q9NPU4
D012559	Q99541
D012559	Q7Z5W3
D012559	A0A0D9SEN7
D012559	P62330
D012559	O75936
D012559	Q9H2Y9
D012559	Q99853
D012559	Q8NE86
D012559	P41208
D012559	Q9HCM2
D012559	P34947
D012559	Q8TC44
D012559	M0QYT9
D012559	Q15011
D012559	Q9H3U5
D012559	Q92845
D012559	O14965
D012559	O14904
D012559	Q12788
D012559	P48454
D012559	P28360
D012559	E9PLT1
D012559	Q8N1I0
D012559	A0A0G2JHM8
D012559	Q8TDQ7
D012559	Q7Z7G0
D012559	Q96BY6
D012559	Q8IUL8
D012559	E9PC54
D012559	A0PJK1
D012559	Q96HM7
D012559	Q9Y394
D012559	Q9UEY8
D012559	Q01118
D012559	O60284
D012559	B0QYP2
D012559	P78369
D012559	F6M2K2
D012559	O94991
D012559	Q9BX51
D012559	J3QSY4
D012559	Q9UJQ1
D012559	O00230
D012559	Q96L33
D012559	Q13769
D012559	A1Z1Q3
D012559	Q9BT56
D012559	Q92765
D012559	P54753
D012559	Q14118
D012559	P49796
D012559	Q9Y2G0
D012559	Q9ULV8
D012559	O95707
D012559	F5H8D1
D012559	Q9UNW9
D012559	P49918
D012559	Q9H9F9
D012559	Q9UJV3
D012559	O43248
D012559	P09914
D012559	Q9NZ81
D012559	Q5T280
D012559	P43007
D012559	Q9ULT8
D012559	Q7Z4F1
D012559	Q9UPU3
D012559	Q13409
D012559	Q9UBH0
D012559	Q9BR81
D012559	P24001
D012559	P26640
D012559	Q8IVW8
D012559	Q92915
D012559	Q8N2R0
D012559	Q9NS91
D012559	Q5T4T1
D012559	Q96KD3
D012559	A0A0J9YYF7
D012559	Q9NRX5
D012559	Q6SZW1
D012559	Q5JTW2
D012559	P67870
D012559	A6NCR4
D012559	A0A087WX45
D012559	E7EV90
D012559	A0A0C4DFS1
D012559	Q9BSE4
D012559	P07197
D012559	Q3SY69
D012559	Q8WVL7
D012559	P09341
D012559	Q9ULX7
D012559	Q5T2R2
D012559	A1A5B4
D012559	Q96G23
D012559	Q2VYF4
D012559	Q8N6R0
D012559	Q01995
D012559	P28330
D012559	Q05209
D012559	O14646
D012559	O95715
D012559	Q6PCB7
D012559	P52435
D012559	E7ETY7
D012559	P37275
D012559	O00622
D012559	P14653
D012559	O15524
D012559	Q96FI4
D012559	Q92890
D012559	P14635
D012559	P36542
D012559	P56199
D012559	Q86Y79
D012559	A5D8T8
D012559	P55085
D012559	P10586
D012559	Q9H813
D012559	O75367
D012559	P49863
D012559	Q9UDX3
D012559	Q8IYN2
D012559	A0A087X143
D012559	O43520
D012559	Q96CN4
D012559	P12524
D012559	Q8WXH2
D012559	A6NFZ4
D012559	A0A087X0K2
D012559	O60551
D012559	Q9Y6F9
D012559	A0A5E8
D012559	O95379
D012559	F5H013
D012559	Q6P0N0
D012559	Q9Y4C4
D012559	P21695
D012559	P22528
D012559	Q96DN2
D012559	Q71UI9
D012559	O43402
D012559	P08581
D012559	Q86W34
D012559	Q5T870
D012559	B7ZLJ8
D012559	Q9C0B6
D012559	Q03519
D012559	Q9UPU7
D012559	Q9H649
D012559	Q969X6
D012559	Q8WWT9
D012559	O75438
D012559	P07237
D012559	Q86UD1
D012559	Q96JB5
D012559	Q96J02
D012559	J3KQ69
D012559	Q9NRE2
D012559	P08708
D012559	P20309
D012559	Q8N983
D012559	Q2M3C7
D012559	P22460
D012559	Q8WVJ2
D012559	Q96JQ5
D012559	Q8N8V4
D012559	O15440
D012559	F8W816
D012559	Q96L73
D012559	Q9UK97
D012559	P67809
D012559	O60568
D012559	Q96P20
D012559	Q96JN2
D012559	P08833
D012559	Q9H1H9
D012559	O75792
D012559	O00221
D012559	B3KVK8
D012559	O75821
D012559	O95231
D012559	Q8N3T1
D012559	Q7L5A3
D012559	Q15003
D012559	Q7LC44
D012559	Q8TEB7
D012559	A1IGU5
D012559	O15541
D012559	Q7Z7J7
D012559	Q15436
D012559	Q9BTE1
D012559	Q14188
D012559	P98173
D012559	P17096
D012559	Q8NEU8
D012559	Q5SZR1
D012559	Q53G44
D012559	Q495T6
D012559	Q9P2N5
D012559	Q6ZUS5
D012559	Q6MZT1
D012559	P16220
D012559	Q96G30
D012559	Q9H0F6
D012559	Q8NE62
D012559	Q9H609
D012559	P06703
D012559	Q15345
D012559	O43524
D012559	Q9H814
D012559	Q9H0W8
D012559	Q2M329
D012559	Q9NSA1
D012559	Q02094
D012559	A2RUB6
D012559	B5MBW9
D012559	P08476
D012559	Q6IS24
D012559	O00471
D012559	P07359
D012559	Q9Y5L3
D012559	P29322
D012559	P36896
D012559	P40879
D012559	Q8NA77
D012559	B2RUY7
D012559	Q9BX59
D012559	Q9NP78
D012559	Q9UJF2
D012559	Q9UKU7
D012559	Q9NZN4
D012559	P82912
D012559	Q9BV94
D012559	P54829
D012559	Q13547
D012559	Q14863
D012559	J3QRV5
D012559	Q86XF0
D012559	B4E3L3
D012559	A0A0D9SFF0
D012559	P16298
D012559	Q7RTP6
D012559	Q9UIG4
D012559	Q15021
D012559	P01911
D012559	Q9NZM5
D012559	Q8WYA1
D012559	P21583
D012559	Q15672
D012559	E9PSA9
D012559	P28289
D012559	P61952
D012559	Q8N3F8
D012559	Q7L5Y6
D012559	F5GX71
D012559	Q6UB99
D012559	Q92185
D012559	Q9Y4K1
D012559	Q8TAX7
D012559	Q05707
D012559	Q6ZVX7
D012559	Q9HB14
D012559	P32754
D012559	P24387
D012559	P62888
D012559	Q6PI25
D012559	E9PFH4
D012559	O60241
D012559	Q6QHK4
D012559	O00299
D012559	Q06732
D012559	Q13191
D012559	Q8N6Q8
D012559	Q9BUX1
D012559	Q9UJX3
D012559	A7E2V4
D012559	Q8NET6
D012559	Q9UKU0
D012559	P31270
D012559	Q05329
D012559	Q6ZS30
D012559	O94827
D012559	Q8TDX6
D012559	Q9P0U3
D012559	P35611
D012559	Q96FE5
D012559	Q8NEM2
D012559	Q4KMQ1
D012559	B5MC21
D012559	Q92624
D012559	Q96LB4
D012559	O95163
D012559	Q9H772
D012559	Q5SWH9
D012559	D6R923
D012559	Q9Y5F1
D012559	Q9GZN1
D012559	F8VNQ3
D012559	Q17RB8
D012559	O15083
D012559	Q92504
D012559	A0A0A0MSX3
D012559	Q6DN14
D012559	P32245
D012559	Q13323
D012559	Q9Y6Y8
D012559	Q9Y2S0
D012559	Q9H3M0
D012559	Q9UIC8
D012559	P11586
D012559	Q9UKV3
D012559	Q8WVP7
D012559	O60921
D012559	F5H7P7
D012559	A0A087WYZ7
D012559	O75469
D012559	Q8NGQ6
D012559	Q6DKK2
D012559	Q8WU76
D012559	P40337
D012559	A6NKB5
D012559	Q01538
D012559	A0A087X1W2
D012559	Q6UXU4
D012559	P36915
D012559	Q5SW24
D012559	P19320
D012559	Q99720
D012559	Q7L0Q8
D012559	F6SDV2
D012559	Q9BUT1
D012559	Q99717
D012559	Q9H8G2
D012559	Q96I59
D012559	Q8IZA0
D012559	P20340
D012559	A0A087WTR9
D012559	Q9P0U4
D012559	O43303
D012559	Q9Y448
D012559	Q8IZT8
D012559	P31629
D012559	A0A0A0MSC5
D012559	P09327
D012559	P10523
D012559	O76027
D012559	Q9Y3T9
D012559	Q96L58
D012559	O75915
D012559	E5KP25
D012559	O60565
D012559	O60637
D012559	P48060
D012559	Q9Y651
D012559	P54707
D012559	P43308
D012559	Q9Y5A6
D012559	Q96B97
D012559	Q32MQ0
D012559	Q8NI99
D012559	J3KSE3
D012559	P49961
D012559	F1T0I1
D012559	O43497
D012559	Q5QPV1
D012559	Q6NUK4
D012559	Q9H0R6
D012559	Q9HAP2
D012559	P41002
D012559	Q9NP74
D012559	P36543
D012559	Q96GW9
D012559	Q9UHQ9
D012559	P22612
D012559	Q96RT7
D012559	Q6UUV9
D012559	Q7L2J0
D012559	Q495X7
D012559	Q9H446
D012559	Q9UK08
D012559	P32189
D012559	O75474
D012559	Q9BW92
D012559	Q14566
D012559	P46439
D012559	Q7L592
D012559	P20592
D012559	J3KTI4
D012559	Q9NRX1
D012559	Q96ST3
D012559	Q6PJ21
D012559	Q96G79
D012559	A0A0C4DG95
D012559	Q99571
D012559	Q8IUF8
D012559	P41732
D012559	Q8IYT4
D012559	Q9UIA9
D012559	Q13137
D012559	P39060
D012559	Q96IU4
D012559	Q4ZIN3
D012559	Q00613
D012559	Q17RG1
D012559	Q9P232
D012559	O60479
D012559	Q9Y5A9
D012559	P49642
D012559	Q15124
D012559	Q9Y6Q3
D012559	O43739
D012559	B0QY90
D012559	B7Z934
D012559	O94933
D012559	Q9Y6I8
D012559	Q8N135
D012559	O95429
D012559	Q569K4
D012559	Q11201
D012559	P51795
D012559	Q7Z2Z1
D012559	Q9P2E3
D012559	A6NMQ1
D012559	A8MQ07
D012559	Q13838
D012559	Q9BR39
D012559	Q15828
D012559	Q8N7H5
D012559	Q9NWD9
D012559	E5RGY0
D012559	Q9BVI4
D012559	Q5GLZ8
D012559	P55287
D012559	F5H7D6
D012559	P09683
D012559	O94811
D012559	Q6AI12
D012559	O60486
D012559	Q9UK17
D012559	Q9BY44
D012559	Q16816
D012559	Q92826
D012559	Q96NJ6
D012559	Q71DI3
D012559	P62070
D012559	Q6UWX4
D012559	H7C2Q8
D012559	Q9BVN2
D012559	Q7Z695
D012559	Q96B67
D012559	Q5JR12
D012559	Q9NWQ8
D012559	Q9Y6Q9
D012559	Q16585
D012559	Q8IUD6
D012559	Q5TGL8
D012559	P29460
D012559	E5RGS2
D012559	Q8IY21
D012559	O95450
D012559	O43623
D012559	C9JKR3
D012559	B3KV06
D012559	Q4KMG9
D012559	B4DZS0
D012559	D6RGC4
D012559	F5GX30
D012559	A6ZKI3
D012559	Q9H792
D012559	O76081
D012559	F6U4U2
D012559	Q27J81
D012559	A4FU01
D012559	Q9C0F0
D012559	Q8N4A0
D012559	P51116
D012559	Q9UFC0
D012559	Q9UL52
D012559	Q6NUJ1
D012559	Q4V9L6
D012559	Q9UBU3
D012559	Q9UHN6
D012559	Q15233
D012559	O95164
D012559	Q7Z2Y5
D012559	Q9NWU2
D012559	O75865
D012559	Q01638
D012559	P14060
D012559	Q765I0
D012559	P29803
D012559	Q6NVU6
D012559	Q9P1Z3
D012559	Q86X27
D012559	Q8IUK8
D012559	P05546
D012559	Q9BRC7
D012559	O94875
D012559	A0A087X1W9
D012559	Q96JK9
D012559	Q7Z408
D012559	O15347
D012559	Q9Y345
D012559	Q96QB1
D012559	P35212
D012559	P55317
D012559	Q9HCG8
D012559	Q9NTX5
D012559	Q7Z2H8
D012559	Q96S66
D012559	Q96JF0
D012559	P0DJ93
D012559	Q9H8X9
D012559	Q5T5C0
D012559	Q96C92
D012559	I3L4J6
D012559	O75376
D012559	Q9BYI3
D012559	Q8TE69
D012559	E5RHC2
D012559	Q8IVD9
D012559	Q4ZHG4
D012559	Q8IYL9
D012559	Q1W4C9
D012559	Q2TB90
D012559	P18085
D012559	P58004
D012559	O95628
D012559	P81534
D012559	Q9HCN3
D012559	Q96EL3
D012559	Q9UIQ6
D012559	Q92878
D012559	Q5TD94
D012559	P20132
D012559	Q7Z2W7
D012559	E9PAP7
D012559	Q15399
D012559	O60575
D012559	B0QYS6
D012559	Q1RMZ1
D012559	Q96HS1
D012559	E9PFX0
D012559	Q96QS1
D012559	Q8IZV2
D012559	Q01130
D012559	Q9NPL8
D012559	Q9H329
D012559	Q9Y225
D012559	P31644
D012559	A0A0D9SGJ6
D012559	Q9BQI7
D012559	P13805
D012559	A0A0C4DG40
D012559	F5H7C2
D012559	Q8WUU5
D012559	Q9H4H8
D012559	Q6Q6R5
D012559	P04201
D012559	G3V185
D012559	Q9Y2T4
D012559	Q8NBP7
D012559	O00451
D012559	P40855
D012559	Q8N1B4
D012559	Q7Z6L1
D012559	B7Z676
D012559	A0A0D9SFL9
D012559	Q8N392
D012559	P60900
D012559	Q6AWC2
D012559	P55107
D012559	P60852
D012559	Q9BSD7
D012559	Q9NY56
D012559	C9JYQ9
D012559	Q9Y5T5
D012559	F8W9F8
D012559	Q9BZE3
D012559	Q9Y6H1
D012559	O75051
D012559	G3V3G0
D012559	Q8N1W1
D012559	Q8TDY8
D012559	P16150
D012559	O75935
D012559	Q96LR5
D012559	Q8N3R3
D012559	Q96EU7
D012559	P09543
D012559	Q9BVV2
D012559	P42766
D012559	Q08117
D012559	Q8TDZ2
D012559	Q9NS62
D012559	Q8TDP1
D012559	Q9NZM3
D012559	P46108
D012559	Q9ULX3
D012559	Q14145
D012559	Q9BX84
D012559	Q8NBP5
D012559	Q9Y536
D012559	Q9NY59
D012559	G5EA37
D012559	Q6P087
D012559	A6NC05
D012559	Q9GZS9
D012559	Q9H598
D012559	Q96NN9
D012559	D6W5U7
D012559	Q9Y2K6
D012559	O15217
D012559	Q5TD97
D012559	Q8NES3
D012559	A0A087X2B4
D012559	P09488
D012559	O75886
D012559	Q9NYQ6
D012559	Q9BSY4
D012559	Q9NRG7
D012559	E9PH57
D012559	Q02325
D012559	P17480
D012559	Q6ZSG1
D012559	J3KNW4
D012559	Q96FW1
D012559	P52292
D012559	Q15628
D012559	Q96AQ2
D012559	Q86V85
D012559	Q68CZ2
D012559	P63098
D012559	P49862
D012559	Q6IQ32
D012559	Q9BTT6
D012559	O94979
D012559	Q7L311
D012559	Q68CQ7
D012559	P24310
D012559	Q7L0R7
D012559	Q06033
D012559	Q14149
D012559	Q8N8Z6
D012559	Q14739
D012559	A0A0D9SFJ1
D012559	P17947
D012559	Q12950
D012559	H9ME53
D012559	A0A087WVP7
D012559	Q9UHR5
D012559	Q9Y243
D012559	O95759
D012559	Q16534
D012559	I3L3W6
D012559	P00751
D012559	P47898
D012559	O95071
D012559	Q86V97
D012559	O15195
D012559	Q13884
D012559	Q8NAT2
D012559	Q9H0R5
D012559	Q13952
D012559	Q8WUH1
D012559	P49675
D012559	E7ENK3
D012559	Q9Y672
D012559	P58499
D012559	Q14781
D012559	P05166
D012559	P07339
D012559	Q14982
D012559	Q14191
D012559	Q76L83
D012559	Q13291
D012559	Q8N1P7
D012559	Q99829
D012559	A0A0A0MSS2
D012559	Q5RI15
D012559	Q9NZJ7
D012559	Q96NX5
D012559	Q8N144
D012559	Q96S53
D012559	Q9H944
D012559	Q14676
D012559	Q8NFA2
D012559	Q9P2F6
D012559	Q9NZV7
D012559	Q86WZ6
D012559	P69891
D012559	O43854
D012559	Q8IXH6
D012559	O00170
D012559	Q15274
D012559	Q15751
D012559	Q9P2H3
D012559	O76061
D012559	M0R2Z9
D012559	P01236
D012559	Q8IY51
D012559	Q9NWW7
D012559	O95822
D012559	Q13822
D012559	Q9BX40
D012559	Q9NSP4
D012559	B7WPL9
D012559	Q96AJ1
D012559	Q8N474
D012559	Q96D71
D012559	P11279
D012559	O94901
D012559	P10114
D012559	A6NLH6
D012559	Q96PB1
D012559	Q9H116
D012559	Q96T76
D012559	O14639
D012559	Q6ZN18
D012559	P06858
D012559	Q99871
D012559	Q9H1D9
D012559	Q9UHR6
D012559	Q14565
D012559	Q9BTY2
D012559	Q7Z494
D012559	Q9P013
D012559	P25440
D012559	P61019
D012559	O00592
D012559	Q6T423
D012559	E9PG71
D012559	Q9NW75
D012559	P02647
D012559	O95561
D012559	B8ZZJ6
D012559	O95863
D012559	Q5TKA1
D012559	Q86YD5
D012559	Q8NFC6
D012559	P51523
D012559	P22102
D012559	Q7L8A9
D012559	Q96A37
D012559	A6NFR2
D012559	Q6IA69
D012559	Q9Y6C9
D012559	Q9P104
D012559	Q9NY30
D012559	Q8WVQ1
D012559	Q7Z3Q1
D012559	Q9HBE5
D012559	Q8TCZ2
D012559	Q96BZ8
D012559	Q8WYP5
D012559	Q15528
D012559	O43592
D012559	P09471
D012559	Q6P179
D012559	A0A0A0MRS5
D012559	P62341
D012559	O15534
D012559	P39877
D012559	Q15155
D012559	J3KN59
D012559	Q96HA7
D012559	Q9BVP2
D012559	O43820
D012559	Q12929
D012559	A0A087WT39
D012559	D3DTT2
D012559	Q6P1A2
D012559	Q8TCU6
D012559	Q9HAQ2
D012559	E9PF10
D012559	Q9BYV2
D012559	Q8IYQ7
D012559	Q9NQS1
D012559	Q9Y574
D012559	Q14344
D012559	Q96GE4
D012559	P60903
D012559	G3V2J7
D012559	Q9UF11
D012559	Q16348
D012559	Q13368
D012559	P53673
D012559	P19784
D012559	P49454
D012559	P32970
D012559	O75582
D012559	P50120
D012559	Q9Y4K4
D012559	Q13443
D012559	Q99788
D012559	Q9Y2G5
D012559	Q8N5M1
D012559	P27487
D012559	Q8NEJ9
D012559	P0CG47
D012559	P05787
D012559	Q92665
D012559	Q8N271
D012559	P78371
D012559	Q12931
D012559	Q6ZN17
D012559	Q8IW19
D012559	A0A087WZY5
D012559	Q96SA4
D012559	Q4G0S4
D012559	Q8NCX0
D012559	Q8NHV4
D012559	Q6X784
D012559	P56556
D012559	Q8N7F7
D012559	Q66K89
D012559	A0A087WYK5
D012559	Q9NX62
D012559	O43826
D012559	Q9H0D6
D012559	P14384
D012559	E9PLB0
D012559	Q5VZU3
D012559	Q13907
D012559	Q99614
D012559	E9PAR0
D012559	G1UD79
D012559	Q9NSE4
D012559	P34910
D012559	Q9BXB4
D012559	P41586
D012559	A0A0C4DG89
D012559	P35558
D012559	Q96NL3
D012559	Q96RQ1
D012559	P49815
D012559	Q9Y6H6
D012559	Q9Y5X2
D012559	Q7Z6M1
D012559	Q8IYE0
D012559	Q3LI76
D012559	Q9BUM1
D012559	P68104
D012559	Q8TCU5
D012559	Q8N9A8
D012559	P61244
D012559	P37288
D012559	Q13454
D012559	Q96C90
D012559	P12034
D012559	Q16644
D012559	Q5TA89
D012559	Q9BYG7
D012559	Q92805
D012559	P10070
D012559	Q03154
D012559	A0A087X0H5
D012559	Q9NZV5
D012559	F8W0J4
D012559	P29275
D012559	P51693
D012559	A0A0A0MTE2
D012559	P48201
D012559	Q9Y236
D012559	Q9UM73
D012559	P19883
D012559	Q7Z5J4
D012559	Q9P0Z9
D012559	O15018
D012559	Q96AP7
D012559	O15205
D012559	A0A0B4J1S8
D012559	Q96H20
D012559	Q9Y586
D012559	Q96DY7
D012559	B8ZZS2
D012559	Q9C056
D012559	Q8N5I4
D012559	Q9H8E8
D012559	P15336
D012559	P07711
D012559	Q5T4F4
D012559	F5H0L2
D012559	Q86YD3
D012559	Q96SL8
D012559	A0A0C4DGL8
D012559	Q15125
D012559	P0CF97
D012559	Q8NE71
D012559	Q13241
D012559	Q86YM7
D012559	Q7Z572
D012559	P11908
D012559	A0A024R6X1
D012559	Q6ZYL4
D012559	O00294
D012559	P17152
D012559	P27815
D012559	Q9BT17
D012559	Q96I99
D012559	Q8ND25
D012559	Q8N264
D012559	Q5SVS4
D012559	O60243
D012559	Q96PC3
D012559	Q53FP2
D012559	Q9BY84
D012559	C9JFX4
D012559	P42081
D012559	Q8IU80
D012559	Q9UJN7
D012559	G8JLG1
D012559	Q6ZNC8
D012559	Q07687
D012559	Q7Z7J9
D012559	P06133
D012559	A6NNF7
D012559	O43439
D012559	O60704
D012559	Q6ZVL6
D012559	Q96BT3
D012559	Q8WUZ0
D012559	P30411
D012559	Q96FH0
D012559	Q05084
D012559	Q9UKI2
D012559	Q86VU5
D012559	O43490
D012559	B4DP31
D012559	Q9UHV9
D012559	P11182
D012559	Q9NW82
D012559	P00750
D012559	O43435
D012559	Q96L93
D012559	P59190
D012559	B4DQT1
D012559	Q6PIL6
D012559	Q6ZW61
D012559	B5MCW3
D012559	P51157
D012559	Q9UGM6
D012559	O95864
D012559	Q9UMR3
D012559	A0A087X090
D012559	Q92542
D012559	O15121
D012559	P28472
D012559	Q92922
D012559	Q96MK2
D012559	Q5TBC7
D012559	B7Z1F5
D012559	E9PG22
D012559	O14975
D012559	Q86XR8
D012559	Q9BQE5
D012559	J3KR22
D012559	Q04695
D012559	P16860
D012559	A6NK97
D012559	P61201
D012559	Q969Q4
D012559	B4DDH2
D012559	O95696
D012559	Q15166
D012559	Q9Y2V3
D012559	Q13571
D012559	Q6Q0C1
D012559	Q8N3C0
D012559	C9IZQ6
D012559	Q86W74
D012559	A0A0A0MTQ4
D012559	Q13017
D012559	Q14689
D012559	Q8WUA8
D012559	Q70EK8
D012559	O75081
D012559	O95841
D012559	P41217
D012559	Q9UHD2
D012559	J3KR25
D012559	Q70CQ1
D012559	P47902
D012559	Q5T1Z0
D012559	P35916
D012559	P52849
D012559	Q9NRJ7
D012559	Q9NUJ7
D012559	Q9BW19
D012559	Q9NZ20
D012559	A0A087WTB5
D012559	P61326
D012559	Q13596
D012559	Q9GZV5
D012559	Q9HCI5
D012559	Q9UIK5
D012559	Q9H2V7
D012559	P23526
D012559	P11498
D012559	A0A024QZ42
D012559	Q9NPG8
D012559	Q1EHB4
D012559	O75095
D012559	O00463
D012559	O96011
D012559	Q6UXI9
D012559	Q9H583
D012559	A0A0B4J2C3
D012559	Q96C01
D012559	Q9UJY1
D012559	P16562
D012559	Q8WW35
D012559	Q7Z442
D012559	Q8WTU2
D012559	Q9Y2Q3
D012559	Q15853
D012559	A0A087X1U5
D012559	Q9UEW3
D012559	P57103
D012559	A0A087WVQ6
D012559	Q13415
D012559	O43323
D012559	Q9NPC7
D012559	Q14151
D012559	Q96F07
D012559	O75648
D012559	O75132
D012559	P0CK97
D012559	Q9NPD5
D012559	Q32MZ4
D012559	P31276
D012559	O60609
D012559	P07451
D012559	P36021
D012559	Q9NQL2
D012559	O95755
D012559	Q14449
D012559	F8W7T1
D012559	Q96HY6
D012559	O95980
D012559	Q3LIE5
D012559	Q96CT2
D012559	H7BXT3
D012559	Q99611
D012559	P78423
D012559	Q8NFU3
D012559	Q8IVF2
D012559	P19235
D012559	Q8IYL3
D012559	Q6GTS8
D012559	Q3T906
D012559	P49910
D012559	O43583
D012559	Q8N8U3
D012559	O75689
D012559	Q9UKA9
D012559	Q9Y466
D012559	Q04900
D012559	A0A087WW39
D012559	Q9HB40
D012559	Q8TEM1
D012559	Q5EB52
D012559	Q96G61
D012559	P01920
D012559	O75934
D012559	A0A0D9SFE4
D012559	P27695
D012559	Q8NFU7
D012559	Q8NE79
D012559	Q56NI9
D012559	Q01581
D012559	Q9P2H0
D012559	O43187
D012559	Q8N1D0
D012559	P17812
D012559	Q969S2
D012559	Q92503
D012559	P11177
D012559	C9JPL0
D012559	Q76N89
D012559	Q96D31
D012559	Q9HBH9
D012559	A0A0A0MRL7
D012559	Q96NX9
D012559	Q5JSL3
D012559	Q7L8L6
D012559	Q8IUY3
D012559	A0A0C4DFP7
D012559	Q16696
D012559	Q96PX8
D012559	Q9H061
D012559	O95704
D012559	B4DU55
D012559	Q96E39
D012559	A0A0A0MQV0
D012559	Q96A54
D012559	O60806
D012559	Q9UNN4
D012559	Q9Y3X0
D012559	Q13093
D012559	P28300
D012559	Q96EX2
D012559	Q15370
D012559	Q96HB5
D012559	P07992
D012559	P51956
D012559	Q9NVX0
D012559	O94985
D012559	P37840
D012559	Q8IVQ6
D012559	Q7Z7A3
D012559	E9PE95
D012559	Q96D15
D012559	Q6UXG2
D012559	Q04446
D012559	Q9UHH9
D012559	Q9NXG0
D012559	P06702
D012559	Q9HBW9
D012559	A0A087WXV5
D012559	P12107
D012559	Q06141
D012559	O15551
D012559	Q96IZ0
D012559	Q9UHX1
D012559	P43320
D012559	E9PSF9
D012559	Q8NFW9
D012559	Q9UMN6
D012559	O75452
D012559	Q07001
D012559	O60487
D012559	Q14694
D012559	A0A0B4J1W2
D012559	O00425
D012559	P11234
D012559	Q1ZYL8
D012559	B7Z7E1
D012559	P52736
D012559	Q3B7T3
D012559	O43692
D012559	Q5TAT6
D012559	Q75T13
D012559	A8MQ27
D012559	P10451
D012559	O14798
D012559	P15538
D012559	P51790
D012559	P13798
D012559	P04439
D012559	O75093
D012559	P54760
D012559	P62877
D012559	A0A0A0MQU4
D012559	P49327
D012559	P30048
D012559	Q9Y295
D012559	Q7LFL8
D012559	O43252
D012559	Q96G03
D012559	P41222
D012559	Q53R41
D012559	Q8WWW8
D012559	Q15848
D012559	Q13895
D012559	P63261
D012559	Q6PIS1
D012559	Q9ULJ1
D012559	Q96L12
D012559	Q6ICH7
D012559	P07204
D012559	P27930
D012559	Q99643
D012559	Q15040
D012559	Q9Y2W1
D012559	P62140
D012559	Q9UKU6
D012559	Q96NS1
D012559	Q49AH0
D012559	O75364
D012559	O94885
D012559	O75711
D012559	Q2Y0W8
D012559	Q8TEB9
D012559	P50222
D012559	Q7RTY9
D012559	P62136
D012559	Q8TAP4
D012559	Q8IYB4
D012559	Q6ZMT1
D012559	Q8TBB5
D012559	Q9UIL8
D012559	Q9BVC4
D012559	P17535
D012559	Q9UBW8
D012559	Q4G148
D012559	P01275
D012559	Q13319
D012559	Q9UPX8
D012559	Q9H0R1
D012559	Q9UDR5
D012559	Q49A17
D012559	Q8N158
D012559	Q96AD5
D012559	P10073
D012559	Q9Y617
D012559	Q5TZA2
D012559	Q96CS3
D012559	O95793
D012559	P46013
D012559	H7BYP4
D012559	O14983
D012559	A1L2Z2
D012559	O14948
D012559	A6NLX4
D012559	Q9H5Q4
D012559	Q9P299
D012559	O95067
D012559	A0A0B4J1R2
D012559	Q16566
D012559	Q9UKQ2
D012559	Q15126
D012559	A0A0G2JH29
D012559	P50750
D012559	Q8N2H4
D012559	Q96NL6
D012559	Q9BRK0
D012559	P80188
D012559	Q9UPP1
D012559	Q8WUM9
D012559	Q9BZM5
D012559	Q5VWG9
D012559	Q13351
D012559	Q9Y5V3
D012559	Q2M3G0
D012559	O15511
D012559	A0A075B749
D012559	P33991
D012559	Q08379
D012559	A0A087WVY3
D012559	P05162
D012559	Q96A46
D012559	Q16875
D012559	O43242
D012559	Q8TD46
D012559	P02768
D012559	Q02410
D012559	Q9Y285
D012559	Q9NY93
D012559	Q9Y4W2
D012559	Q13433
D012559	Q8TE67
D012559	P18847
D012559	O95881
D012559	G3V0I3
D012559	F8WEL6
D012559	Q86YS7
D012559	Q6PI78
D012559	Q99943
D012559	P55072
D012559	B5MBY2
D012559	Q9Y253
D012559	Q9Y5P3
D012559	Q8TDF5
D012559	Q99816
D012559	Q8TAD4
D012559	F5GWI4
D012559	Q86Y39
D012559	Q96PD2
D012559	Q96MN9
D012559	P08183
D012559	Q96JP5
D012559	Q5VVM6
D012559	Q9H3P7
D012559	Q7Z4R8
D012559	Q8NBS9
D012559	Q32NB8
D012559	Q99581
D012559	Q6R327
D012559	P30039
D012559	Q9BZR6
D012559	O95202
D012559	Q96LW9
D012559	P03950
D012559	B1AHC9
D012559	Q13554
D012559	Q3KNW5
D012559	A0A087WYP9
D012559	Q14995
D012559	Q969F8
D012559	Q96EX1
D012559	Q92508
D012559	A6NI73
D012559	Q3KQV9
D012559	Q969V3
D012559	A0A075B6T9
D012559	P31946
D012559	Q969H6
D012559	Q9UBU2
D012559	Q6ISB3
D012559	Q14790
D012559	Q13257
D012559	P08238
D012559	Q8IXZ2
D012559	O60381
D012559	Q5VYS4
D012559	A0A087WV22
D012559	Q8IXQ9
D012559	Q8IXI1
D012559	J3QT09
D012559	G5E968
D012559	A0A0A0MQY9
D012559	O94889
D012559	Q9H5V7
D012559	P16050
D012559	P12955
D012559	Q96S82
D012559	Q10713
D012559	Q9Y3E2
D012559	Q9P278
D012559	P02753
D012559	O75293
D012559	Q9P1U1
D012559	Q9Y697
D012559	A6NGX6
D012559	Q9NSI6
D012559	P08727
D012559	Q9Y5W8
D012559	Q9UI14
D012559	Q9Y5U2
D012559	P18827
D012559	E9PEH6
D012559	Q9H0Q3
D012559	Q9BRP1
D012559	Q93079
D012559	Q6XYB7
D012559	Q13085
D012559	Q14677
D012559	J3KNN1
